plant_id,plant_installation_date,plant_name,sector,state,city,area,user_id,user_name,user_mobile,user_email,wind_speed,wind_direction,wind_speed_category,wind_direction_category,generator_speed,installation_year,theoretical_power,power_output,product_type1_wind_turbine,product_type2_tower_structure,product_type3_power_inverter,product_type4_controller_unit,total_num_of_products,installation_type,installation_cost,total_cost,User_Advantage
P_006105,2021-03-08,Sangli Wind Farm II,Government (MNRE),Maharashtra,Sangli,Urban,U_000319,Gunbir Dutta,8739456696,gunbird1984@gmail.com,5.74,359,Light Breeze,North,10.54,2021,6.17,6.86,18,18,23,22,81,Professional,75000,12255000,profit
P_006106,2025-06-03,Morena Wind Farm IX,Private,Madhya Pradesh,Morena,Semi-Urban,U_001073,Rajata Sabharwal,8519221853,rsabharwal95@gmail.com,6.98,201,Light Breeze,South,8.6,2025,9.57,10.63,25,25,29,29,108,Professional,75000,16460000,profit
P_006107,2021-01-02,Madhya Tejas Power,Government (MNRE),Madhya Pradesh,Bhopal,Semi-Urban,U_001453,Lakshit Mirza,7301718509,lakshit_mirza@yahoo.com,10.69,360,Moderate,North,17.05,2021,38.4,42.67,26,26,26,31,109,Professional,75000,16645000,profit
P_006108,2024-04-08,Jamnagar Wind Farm II,Co-operative,Gujarat,Jamnagar,Urban,U_000048,Dayita Bhatt,9913515831,dayita_bhatt@gmail.com,7.7,21,Light Breeze,North,13.07,2024,8.98,9.98,20,20,23,25,88,Professional,75000,13330000,profit
P_006109,2024-12-27,Telangana Marut Range,Industrial,Telangana,Nizamabad,Rural,U_001435,Widisha Bhatt,9928290260,widisha6486@hotmail.com,9.78,7,Moderate,North,14.13,2024,16.1,17.89,16,16,20,16,68,Self,0,5360000,profit
P_006110,2025-09-25,Gwalior Wind Farm VII,Co-operative,Madhya Pradesh,Gwalior,Urban,U_000317,Rayaan Shenoy,8352138837,rayaan8502@yahoo.com,7.38,242,Light Breeze,West,15.4,2025,6.82,7.58,11,11,11,14,47,Professional,75000,7135000,profit
P_006111,2024-08-12,Kerala Spiral Operations,Government (MNRE),Kerala,Kottayam,Semi-Urban,U_000700,Kalpit Reddy,7610481427,kalpitr1992@yahoo.com,9.48,268,Moderate,West,16.36,2024,30.6,34.0,28,28,30,32,118,Professional,75000,18050000,profit
P_006112,2025-07-14,Shiv Proddatur Stratus Center,Commercial,Andhra Pradesh,Proddatur,Rural,U_000785,Maanas Biswas,9907319178,mbiswas34@hotmail.com,11.34,230,Moderate,West,12.48,2025,22.71,25.23,15,15,0,15,45,Professional,75000,7275000,profit
P_006113,2024-06-28,Mehsana Wind Farm I,Co-operative,Gujarat,Mehsana,Semi-Urban,U_000356,Arunima Malhotra,9333376631,arunima.malhotra82@gmail.com,13.01,270,Moderate,West,10.6,2024,20.39,22.66,14,14,19,14,61,Professional,75000,9355000,profit
P_006114,2025-02-17,Tumkur Wind Farm III,Co-operative,Karnataka,Tumkur,Semi-Urban,U_000490,Nidhi More,9044433810,nmore55@yahoo.com,9.72,181,Moderate,South,16.42,2025,8.69,9.66,8,8,8,13,37,Self,0,2710000,profit
P_006115,2021-02-11,Udaipur Wind Farm III,Private,Rajasthan,Udaipur,Semi-Urban,U_000768,Owen Koli,8780320774,o.koli2005@outlook.com,6.83,235,Light Breeze,West,14.77,2021,8.99,9.99,18,18,20,18,74,Professional,75000,11430000,profit
P_006116,2024-12-12,Telangana Stratus Estate,Industrial,Telangana,Hyderabad,Rural,U_000384,Aarnav Mathur,9136561039,aarnav1463@outlook.com,11.63,28,Moderate,North,11.85,2024,22.72,25.24,22,22,24,22,90,Professional,75000,13910000,profit
P_006117,2025-05-20,Perinthalmanna Wind Farm IX,Commercial,Kerala,Perinthalmanna,Rural,U_001212,Sneha Khanna,7192341097,sneha1472@yahoo.com,9.78,327,Moderate,North,13.61,2025,15.47,17.19,15,15,19,17,66,Professional,75000,10050000,profit
P_006118,2025-04-17,Sai Tirur Cyclone Block,Co-operative,Kerala,Tirur,Rural,U_000970,Unnati Malik,8469839958,unnati.malik1@yahoo.com,8.34,121,Moderate,East,19.75,2025,24.75,27.5,22,22,22,22,88,Professional,75000,13640000,profit
P_006119,2024-01-11,Rajasthan Wind Array,Co-operative,Rajasthan,Churu,Rural,U_001159,Ganga Rawat,7649777585,grawat25@yahoo.com,6.71,134,Light Breeze,East,16.51,2024,12.39,13.77,23,23,24,0,70,Professional,75000,11980000,profit
P_006120,2022-04-15,Mahalaxmi Bhavnagar Tornado Estate,Industrial,Gujarat,Bhavnagar,Rural,U_001253,Advik Malhotra,9672161745,a.malhotra1999@outlook.com,0.0,0,NA,NA,0.0,2022,0.0,0.0,0,8,8,0,16,Self,0,1120000,no_change
P_006121,2024-02-04,Tamil Anila Node,Commercial,Tamil Nadu,Madurai,Urban,U_000553,Anirudh Zaidi,8068739296,zaidi.anirudh379@outlook.com,10.31,259,Moderate,West,15.62,2024,27.31,30.34,25,0,0,0,25,Professional,75000,5625000,profit
P_006122,2024-01-03,Venkatesh Vijayawada Tejas Platform,Private,Andhra Pradesh,Vijayawada,Rural,U_000849,Garima Pundir,8540030267,garimap1986@outlook.com,12.76,214,Moderate,South,17.91,2024,65.02,72.24,29,29,33,30,121,Professional,75000,18625000,profit
P_006123,2023-12-17,Karnataka Prana Farm,Industrial,Karnataka,Mysore,Rural,U_000759,Chameli Sharma,7199712702,chameli.sharma71@outlook.com,18.84,204,Strong,South,14.63,2023,82.02,91.13,16,16,21,17,70,Professional,75000,10700000,profit
P_006124,2021-10-16,Hassan Wind Farm III,Government (MNRE),Karnataka,Hassan,Urban,U_000930,Mekhala Patil,8819310698,patil.mekhala327@gmail.com,8.01,95,Moderate,East,15.13,2021,11.59,12.88,16,16,17,16,65,Professional,75000,10055000,profit
P_006125,2021-04-12,Hoshiarpur Wind Farm III,Private,Punjab,Hoshiarpur,Urban,U_001229,Orinder Varadarajan,8386213995,ovaradarajan2@hotmail.com,6.2,63,Light Breeze,East,16.31,2021,6.8,7.55,11,11,0,11,33,Professional,75000,5335000,profit
P_006126,2021-05-03,Amba Jamnagar Nimbus Power,Co-operative,Gujarat,Jamnagar,Semi-Urban,U_001248,Alka Rao,7608231488,alka.rao78@hotmail.com,5.11,211,Light Breeze,South,19.92,2021,5.04,5.6,15,15,18,18,66,Professional,75000,10020000,profit
P_006127,2025-12-23,Karnataka Airflow Sector,Commercial,Karnataka,Bangalore,Semi-Urban,U_000359,Vivaan Grover,9690490993,vivaan_grover@yahoo.com,12.57,262,Moderate,West,9.79,2025,12.85,14.28,9,9,0,12,30,Professional,75000,4680000,profit
P_006128,2021-07-17,Maharashtra Climate Arena,Industrial,Maharashtra,Nashik,Semi-Urban,U_000740,Atharv Tiwari,8914780785,atharv_tiwari@gmail.com,6.87,250,Light Breeze,West,16.04,2021,10.9,12.11,15,15,18,20,68,Professional,75000,10230000,profit
P_006129,2021-04-25,Maharashtra Wave Corridor,Co-operative,Maharashtra,Ahmednagar,Semi-Urban,U_000916,Aarini Khanna,7187448604,aarinik1999@hotmail.com,12.53,66,Moderate,East,10.82,2021,22.05,24.5,19,19,19,19,76,Professional,75000,11780000,profit
P_006130,2025-10-01,Kerala Monsoon Field,Co-operative,Kerala,Vatakara,Urban,U_000105,Bishakha Kumar,9103099946,bishakha6251@yahoo.com,12.14,81,Moderate,East,9.13,2025,13.66,15.18,12,12,17,12,53,Professional,75000,8115000,profit
P_006131,2023-01-17,Karnataka Tornado Urja,Industrial,Karnataka,Davanagere,Urban,U_000494,Watika Patel,8370820558,wpatel45@gmail.com,9.73,274,Moderate,West,16.78,2023,23.83,26.48,24,24,29,27,104,Professional,75000,15870000,profit
P_006132,2024-09-13,Sagar Wind Farm VI,Commercial,Madhya Pradesh,Sagar,Urban,U_000509,Urvashi Solanki,7976311105,urvashi.solanki98@gmail.com,5.35,267,Light Breeze,West,10.23,2024,5.04,5.6,18,18,0,22,58,Professional,75000,9150000,profit
P_006133,2025-07-19,Punjab Airflow Power,Co-operative,Punjab,Abohar,Rural,U_000431,Nathan Pawar,9279852894,npawar50@yahoo.com,7.44,198,Light Breeze,South,12.49,2025,22.76,13.24,24,0,25,25,74,Professional,75000,11400000,loss
P_006134,2021-08-12,Adishakti Jabalpur Pressure Sector,Private,Madhya Pradesh,Jabalpur,Rural,U_000755,Lavanya Mahajan,8881179177,lmahajan41@hotmail.com,8.89,219,Moderate,South,11.79,2021,7.8,8.67,13,13,0,13,39,Professional,75000,6305000,profit
P_006135,2021-06-24,Madhya Tornado Project,Co-operative,Madhya Pradesh,Ratlam,Urban,U_000224,Omisha Shinde,7144441671,oshinde65@hotmail.com,4.68,222,Light Breeze,South,8.95,2021,0.87,0.97,6,6,11,7,30,Professional,75000,4500000,profit
P_006136,2025-04-13,Buldhana Wind Farm IV,Commercial,Maharashtra,Buldhana,Semi-Urban,U_000392,Benjamin Rao,9097469781,b.rao1988@outlook.com,0.0,0,NA,NA,0.0,2025,0.0,0.0,0,21,26,26,73,Professional,75000,9495000,no_change
P_006137,2025-04-05,Shri Tirunelveli Storm Heights,Co-operative,Tamil Nadu,Tirunelveli,Semi-Urban,U_000251,Yashodhara Naik,9532324688,naik.yashodhara547@yahoo.com,6.43,86,Light Breeze,East,14.48,2025,2.63,2.92,7,7,10,9,33,Professional,75000,4955000,profit
P_006138,2023-08-22,Payyanur Wind Farm VI,Private,Kerala,Payyanur,Semi-Urban,U_000890,Oviya Bajpai,7971519554,o.bajpai1989@hotmail.com,13.08,267,Moderate,West,13.46,2023,25.18,27.98,14,14,16,14,58,Professional,75000,8950000,profit
P_006139,2021-07-10,Gujarat Breath Harvest,Government (MNRE),Gujarat,Navsari,Rural,U_000247,Fiyaz Mahajan,9338682185,fiyaz.mahajan24@yahoo.com,9.8,238,Moderate,West,14.68,2021,19.16,21.29,16,16,16,19,67,Self,0,5210000,profit
P_006140,2024-01-24,Andhra Air Systems,Government (MNRE),Andhra Pradesh,Guntur,Semi-Urban,U_000328,Arin Birla,7011124611,arin_birla@gmail.com,6.39,6,Light Breeze,North,19.14,2024,5.14,5.71,9,9,11,14,43,Professional,75000,6375000,profit
P_006141,2024-11-12,Kottayam Wind Farm I,Government (MNRE),Kerala,Kottayam,Rural,U_001050,Jack Desai,9285569562,jack7308@gmail.com,8.59,186,Moderate,South,15.64,2024,16.26,18.07,20,20,24,0,64,Professional,75000,10840000,profit
P_006142,2022-04-10,Karnataka Velocity Array,Industrial,Karnataka,Bangalore,Semi-Urban,U_000170,Samuel Ibrahim,7609266020,samuel.ibrahim96@gmail.com,12.31,176,Moderate,South,13.65,2022,31.32,34.8,16,16,19,0,51,Professional,75000,8645000,profit
P_006143,2024-08-20,Valsad Wind Farm II,Commercial,Gujarat,Valsad,Rural,U_000530,Sudiksha Tripathi,8812531212,stripathi79@yahoo.com,10.82,242,Moderate,West,14.61,2024,17.15,19.06,15,15,20,16,66,Self,0,5130000,profit
P_006144,2024-10-02,Punjab Updraft Plant,Industrial,Punjab,Mohali,Rural,U_000378,Yamini Saini,9840595462,ysaini13@yahoo.com,2.75,263,Calm,West,13.17,2024,0.8,0.89,10,10,15,12,47,Professional,75000,7085000,profit
P_006145,2025-03-18,Tamil Motion Plains,Co-operative,Tamil Nadu,Thoothukudi,Rural,U_001201,Vedika Deshpande,8889345690,vdeshpande63@outlook.com,8.16,30,Moderate,North,12.85,2025,18.55,20.61,28,28,0,29,85,Self,0,7310000,profit
P_006146,2024-06-24,Kerala Climate Circle,Industrial,Kerala,Kochi,Rural,U_001427,Ubika Tiwari,9022412116,ubika.tiwari61@outlook.com,6.09,205,Light Breeze,South,16.82,2024,9.84,10.93,17,17,22,20,76,Professional,75000,11530000,profit
P_006147,2025-07-05,Devi Jalgaon Motion Energy,Industrial,Maharashtra,Jalgaon,Urban,U_000055,Keya Koli,8737886069,keya_koli@yahoo.com,0.0,0,NA,NA,0.0,2025,0.0,0.0,0,18,22,19,59,Self,0,3330000,no_change
P_006148,2025-05-18,Tirupati Wind Farm I,Commercial,Andhra Pradesh,Tirupati,Urban,U_000461,Odika Pawar,9164581626,opawar94@gmail.com,13.81,343,Moderate,North,13.14,2025,29.46,32.73,15,15,18,15,63,Self,0,4980000,profit
P_006149,2023-11-09,Faridkot Wind Farm V,Government (MNRE),Punjab,Faridkot,Semi-Urban,U_000857,Osha Kulkarni,7124660390,kulkarni.osha784@outlook.com,5.09,247,Light Breeze,West,12.05,2023,3.0,3.33,11,11,11,16,49,Professional,75000,7345000,profit
P_006150,2023-01-16,Punjab Whirl Zone,Commercial,Punjab,Amritsar,Urban,U_000982,Ria Dutta,7135866547,rdutta82@outlook.com,8.93,316,Moderate,North,14.57,2023,18.62,20.69,28,28,28,28,112,Professional,75000,17360000,profit
P_006151,2022-12-01,Punjab Surge Terminal,Government (MNRE),Punjab,Barnala,Urban,U_001250,Wazir Panwar,9289172791,wazirp1984@yahoo.com,6.77,309,Light Breeze,West,17.24,2022,9.59,10.66,24,0,29,25,78,Professional,75000,11940000,profit
P_006152,2022-04-03,Telangana Pavan Utility,Industrial,Telangana,Kothagudem,Rural,U_001028,Bhavani Mondal,7551238707,bhavani_mondal@hotmail.com,0.0,0,NA,NA,0.0,2022,0.0,0.0,0,19,19,20,58,Self,0,3260000,no_change
P_006153,2022-07-10,Shiv Siricilla Sky Platform,Government (MNRE),Telangana,Siricilla,Rural,U_001093,Rachita Ahmed,8732431706,ahmed.rachita524@yahoo.com,7.96,207,Light Breeze,South,15.7,2022,15.85,17.61,23,0,24,28,75,Professional,75000,11355000,profit
P_006154,2024-01-07,Swami Tirunelveli Wind Division,Private,Tamil Nadu,Tirunelveli,Urban,U_001162,Ekaja Sawant,8802089814,ekaja.sawant35@outlook.com,13.13,1,Moderate,North,15.38,2024,25.23,28.03,17,17,17,21,72,Self,0,5560000,profit
P_006155,2023-02-23,Telangana Prana Project,Co-operative,Telangana,Jagtial,Semi-Urban,U_000558,Rudra Ghosh,7070783719,rudra.ghosh71@outlook.com,15.69,356,Strong,North,18.09,2023,83.3,92.56,30,30,30,34,124,Professional,75000,19020000,profit
P_006156,2024-04-06,Andhra Stratus Corridor,Industrial,Andhra Pradesh,Tirupati,Urban,U_001130,Abeer Joshi,7613758780,a.joshi1997@gmail.com,11.32,122,Moderate,East,11.9,2024,7.42,8.25,9,9,14,14,46,Professional,75000,6780000,profit
P_006157,2021-02-26,Devi Mehsana Surge Station,Private,Gujarat,Mehsana,Semi-Urban,U_001241,Samuel Khan,8876520479,s.khan2003@outlook.com,5.07,31,Light Breeze,North,13.03,2021,6.67,7.41,30,30,30,33,123,Professional,75000,18915000,profit
P_006158,2024-10-14,Chikmagalur Wind Farm VI,Government (MNRE),Karnataka,Chikmagalur,Rural,U_001328,Ishani Pathan,8819445222,ishani.pathan27@hotmail.com,12.26,56,Moderate,East,18.57,2024,46.19,51.32,26,26,30,30,112,Professional,75000,17080000,profit
P_006159,2024-03-07,Hosur Wind Farm VIII,Private,Tamil Nadu,Hosur,Rural,U_000878,Yagnesh Nigam,9974074576,yagnesh_nigam@gmail.com,0.0,0,NA,NA,0.0,2024,0.0,0.0,0,24,24,24,72,Professional,75000,9480000,no_change
P_006160,2025-09-13,Renuka Erode Breath Circle,Co-operative,Tamil Nadu,Erode,Semi-Urban,U_000909,Nathan Kapoor,8429720089,kapoor.nathan821@gmail.com,9.26,226,Moderate,West,15.56,2025,13.55,15.06,13,13,15,14,55,Professional,75000,8435000,profit
P_006161,2023-07-02,Kothagudem Wind Farm II,Private,Telangana,Kothagudem,Urban,U_001355,Luke Jadeja,7500540876,lukej1994@yahoo.com,12.47,218,Moderate,South,9.05,2023,28.57,31.74,27,27,31,29,114,Professional,75000,17490000,profit
P_006162,2021-07-16,Renuka Belgaum Monsoon Energy,Private,Karnataka,Belgaum,Semi-Urban,U_001246,Jai Birla,7161134344,jaib1995@outlook.com,0.0,0,NA,NA,0.0,2021,0.0,0.0,0,11,16,12,39,Professional,75000,5125000,no_change
P_006163,2024-04-15,Hyderabad Wind Farm IV,Commercial,Telangana,Hyderabad,Rural,U_000172,Raksha Goel,7143614302,rgoel10@outlook.com,0.0,0,NA,NA,0.0,2024,0.0,0.0,0,8,8,13,29,Professional,75000,3685000,no_change
P_006164,2024-12-14,Jay Alwar Vayu Reserve,Private,Rajasthan,Alwar,Semi-Urban,U_000838,Eiravati Roy,8932371162,e.roy2005@outlook.com,0.0,0,NA,NA,0.0,2024,0.0,0.0,0,17,0,22,39,Professional,75000,4945000,no_change
P_006165,2022-04-12,Hanuman Raichur Jetstream Plains,Industrial,Karnataka,Raichur,Urban,U_000253,Kavya Lal,9885951018,lal.kavya867@outlook.com,9.79,303,Moderate,West,11.79,2022,10.3,11.44,10,10,12,12,44,Professional,75000,6680000,profit
P_006166,2024-01-18,Parvati Rajsamand Draft Point,Private,Rajasthan,Rajsamand,Rural,U_000822,Kabir Aggarwal,8791482146,kabir.aggarwal68@yahoo.com,9.43,110,Moderate,East,15.27,2024,25.87,28.74,22,22,22,25,91,Professional,75000,13955000,profit
P_006167,2024-08-15,Kerala Prana Circle,Industrial,Kerala,Kollam,Semi-Urban,U_000797,Ojasvi Gupta,8149621740,ojasvig1980@hotmail.com,12.01,201,Moderate,South,8.11,2024,43.01,14.66,13,13,18,15,59,Professional,75000,8945000,loss
P_006168,2024-11-23,Karnataka Pulse Facility,Industrial,Karnataka,Belgaum,Rural,U_000132,Vanya Dubey,7980021343,vanya2479@yahoo.com,6.06,196,Light Breeze,South,13.24,2024,10.09,11.21,30,30,31,30,121,Self,0,9660000,profit
P_006169,2021-03-14,Punjab Motion Unit,Private,Punjab,Patiala,Urban,U_001217,Nandini Desai,7162391694,nandini9739@outlook.com,8.72,72,Moderate,East,15.22,2021,43.82,33.07,27,27,29,30,113,Professional,75000,17325000,loss
P_006170,2023-11-28,Nashik Wind Farm III,Private,Maharashtra,Nashik,Rural,U_000452,Ronith Khan,9196566069,r.khan1999@hotmail.com,10.42,100,Moderate,East,13.04,2023,15.58,17.31,15,15,17,20,67,Professional,75000,10095000,profit
P_006171,2022-06-23,Kerala Crosswind Complex,Government (MNRE),Kerala,Kozhikode,Urban,U_001454,Dalbir Saxena,8577380105,dsaxena22@gmail.com,0.0,0,NA,NA,0.0,2022,0.0,0.0,0,9,13,10,32,Professional,75000,4200000,no_change
P_006172,2024-09-12,Dausa Wind Farm III,Industrial,Rajasthan,Dausa,Semi-Urban,U_000192,Idika Menon,8459868239,idika_menon@gmail.com,11.3,205,Moderate,South,11.7,2024,6.35,7.06,5,5,8,0,18,Self,0,1630000,profit
P_006173,2022-06-17,Ramagundam Wind Farm IV,Commercial,Telangana,Ramagundam,Urban,U_001427,Ubika Tiwari,9022412116,ubika.tiwari61@outlook.com,12.55,268,Moderate,West,14.52,2022,49.38,30.29,14,14,19,18,65,Professional,75000,9775000,loss
P_006174,2025-09-10,Patiala Wind Farm III,Co-operative,Punjab,Patiala,Semi-Urban,U_000314,Harsh Sawant,7172497516,harsh_sawant@yahoo.com,6.86,201,Light Breeze,South,12.36,2025,14.66,16.29,26,26,31,27,110,Self,0,8650000,profit
P_006175,2023-08-13,Subramani Ujjain Lift Tower,Co-operative,Madhya Pradesh,Ujjain,Semi-Urban,U_001195,Wishi Kapoor,7480812371,wishi_kapoor@yahoo.com,2.93,237,Calm,West,12.38,2023,1.83,2.03,23,23,23,27,96,Professional,75000,14680000,profit
P_006176,2024-05-13,Vitthal Guntur Wind Center,Government (MNRE),Andhra Pradesh,Guntur,Semi-Urban,U_000089,Dalaja Mathur,9952962185,d.mathur1983@yahoo.com,9.01,40,Moderate,North,8.08,2024,14.12,15.69,29,29,34,33,125,Professional,75000,19075000,profit
P_006177,2025-01-02,Sai Alwar Tornado Utility,Commercial,Rajasthan,Alwar,Semi-Urban,U_000445,Upasna Malhotra,7530783280,malhotra.upasna387@outlook.com,8.41,108,Moderate,East,16.31,2025,19.15,21.28,18,18,21,23,80,Professional,75000,12090000,profit
P_006178,2022-01-24,Adishakti Thanjavur Lift Installation,Government (MNRE),Tamil Nadu,Thanjavur,Urban,U_000902,Ucchal Dubey,9547440843,ucchal_dubey@gmail.com,0.0,0,NA,NA,0.0,2022,0.0,0.0,0,22,0,23,45,Professional,75000,5825000,no_change
P_006179,2022-06-10,Madhya Vayu Vidyut,Commercial,Madhya Pradesh,Gwalior,Rural,U_001098,Saksham Rawat,9245924723,saksham7305@gmail.com,7.14,249,Light Breeze,West,12.61,2022,15.99,17.77,29,29,32,30,120,Self,0,9490000,profit
P_006180,2025-08-04,Eluru Wind Farm VIII,Co-operative,Andhra Pradesh,Eluru,Semi-Urban,U_001078,Chandran Gowda,7924957027,c.gowda2006@outlook.com,10.45,202,Moderate,South,17.85,2025,60.22,66.91,29,29,29,30,117,Self,0,9310000,profit
P_006181,2024-07-19,Kerala Cirrus Commons,Industrial,Kerala,Kozhikode,Urban,U_000804,Omaja Mittal,9398250517,omittal20@hotmail.com,12.91,261,Moderate,West,15.3,2024,52.29,58.1,21,21,0,26,68,Self,0,5610000,profit
P_006182,2024-10-15,Sant Hoshiarpur Gust Zone,Industrial,Punjab,Hoshiarpur,Semi-Urban,U_000180,Raghav Ganguly,7662550744,r.ganguly2004@gmail.com,5.52,209,Light Breeze,South,15.87,2024,7.78,8.64,22,22,24,22,90,Professional,75000,13910000,profit
P_006183,2024-06-16,Tirunelveli Wind Farm V,Co-operative,Tamil Nadu,Tirunelveli,Semi-Urban,U_000747,Oscar Pawar,7077477000,oscar4780@outlook.com,0.0,0,NA,NA,0.0,2024,0.0,0.0,0,19,0,23,42,Professional,75000,5360000,no_change
P_006184,2021-12-19,Punjab Sky Operations,Private,Punjab,Patiala,Semi-Urban,U_000650,Ekaraj Rao,8459171343,rao.ekaraj148@hotmail.com,8.75,3,Moderate,North,15.85,2021,24.19,26.88,29,29,31,32,121,Professional,75000,18565000,profit
P_006185,2024-02-24,Proddatur Wind Farm V,Commercial,Andhra Pradesh,Proddatur,Urban,U_000476,Qadim Tripathi,7339387038,tripathi.qadim732@hotmail.com,12.01,67,Moderate,East,14.74,2024,31.82,18.35,10,10,15,14,49,Professional,75000,7295000,loss
P_006186,2025-05-06,Vellore Wind Farm IV,Commercial,Tamil Nadu,Vellore,Urban,U_001339,Leela Sen,8846567674,leela8533@outlook.com,9.41,101,Moderate,East,15.34,2025,24.91,27.68,24,24,25,26,99,Professional,75000,15225000,profit
P_006187,2022-08-27,Ooty Wind Farm IV,Commercial,Tamil Nadu,Ooty,Rural,U_000848,Keya Gowda,8361523865,kgowda4@gmail.com,0.0,0,NA,NA,0.0,2022,0.0,0.0,0,17,20,22,59,Self,0,3220000,no_change
P_006188,2021-08-20,Kerala Airflow Corridor,Government (MNRE),Kerala,Thiruvananthapuram,Rural,U_000458,Anvi Gupta,9619986221,a.gupta1971@gmail.com,10.19,221,Moderate,South,14.43,2021,28.01,31.12,17,17,18,17,69,Professional,75000,10675000,profit
P_006189,2025-06-14,Sri Sangli Cyclone Division,Private,Maharashtra,Sangli,Urban,U_001378,Forum Joshi,7794951442,forum.joshi54@outlook.com,0.0,0,NA,NA,0.0,2025,0.0,0.0,0,11,16,0,27,Professional,75000,3865000,no_change
P_006190,2021-06-26,Gujarat Sameer Base,Private,Gujarat,Palanpur,Rural,U_000599,Finn Sharma,9428142654,fsharma17@yahoo.com,11.32,210,Moderate,South,13.81,2021,27.67,30.74,16,16,18,18,68,Professional,75000,10400000,profit
P_006191,2024-01-26,Shankar Bhopal Crosswind Site,Private,Madhya Pradesh,Bhopal,Urban,U_000079,Peter Menon,7668179305,peter_menon@yahoo.com,14.12,125,Strong,East,12.29,2024,68.28,29.15,16,16,20,17,69,Self,0,5390000,loss
P_006192,2024-05-26,Kanhangad Wind Farm VI,Industrial,Kerala,Kanhangad,Urban,U_001201,Vedika Deshpande,8889345690,vdeshpande63@outlook.com,8.92,32,Moderate,North,13.01,2024,12.09,13.43,18,18,22,0,58,Self,0,5460000,profit
P_006193,2023-12-10,Ooty Wind Farm VII,Government (MNRE),Tamil Nadu,Ooty,Semi-Urban,U_000873,Leela Sutar,8802021890,leela.sutar1@hotmail.com,9.77,94,Moderate,East,13.18,2023,25.48,28.31,20,0,23,20,63,Professional,75000,9705000,profit
P_006194,2023-05-14,Parbhani Wind Farm VIII,Co-operative,Maharashtra,Parbhani,Urban,U_000989,Nisha Parmar,9583832531,nisha.parmar95@hotmail.com,0.0,0,NA,NA,0.0,2023,0.0,0.0,0,0,20,21,41,Professional,75000,4905000,no_change
P_006195,2024-11-13,Kali Hospet Atmos Circle,Government (MNRE),Karnataka,Hospet,Urban,U_001359,Januja Varadarajan,9056893592,jvaradarajan8@hotmail.com,9.71,335,Moderate,North,17.07,2024,11.34,12.6,8,8,11,11,38,Professional,75000,5680000,profit
P_006196,2022-03-10,Tamil Cloud Plains,Industrial,Tamil Nadu,Chennai,Rural,U_000577,Qarin Parmar,7333687617,q.parmar2008@hotmail.com,0.0,0,NA,NA,0.0,2022,0.0,0.0,0,8,9,8,25,Professional,75000,3295000,no_change
P_006197,2023-10-03,Gujarat Stream Ridge,Commercial,Gujarat,Anand,Urban,U_000924,Ekalinga Agarwal,8522212533,ekalingaa1982@outlook.com,0.0,0,NA,NA,0.0,2023,0.0,0.0,0,30,34,34,98,Professional,75000,12810000,no_change
P_006198,2025-05-20,Venkatesh Pathankot Motion Hub,Government (MNRE),Punjab,Pathankot,Rural,U_001473,Anthony Mishra,7373137228,anthony_mishra@hotmail.com,6.52,74,Light Breeze,East,18.46,2025,17.63,13.58,25,25,30,0,80,Professional,75000,13550000,loss
P_006199,2023-04-06,Kothagudem Wind Farm II,Government (MNRE),Telangana,Kothagudem,Semi-Urban,U_000625,Ishanvi Gohil,9246472700,ishanvig1989@hotmail.com,9.5,184,Moderate,South,10.68,2023,13.23,14.7,22,22,24,27,95,Professional,75000,14435000,profit
P_006200,2023-09-11,Gujarat Wave Plant,Commercial,Gujarat,Rajkot,Rural,U_000933,Vanya Naik,9290089118,vanyan1999@yahoo.com,7.5,257,Light Breeze,West,15.89,2023,13.82,15.36,14,14,14,15,57,Professional,75000,8785000,profit
P_006201,2022-11-06,Kerala Zephyr Terminal,Private,Kerala,Payyanur,Semi-Urban,U_001042,Waida Bansal,8497616714,wbansal94@outlook.com,12.07,52,Moderate,East,13.5,2022,43.11,47.9,22,22,0,24,68,Professional,75000,10880000,profit
P_006202,2024-10-04,Andhra Jetstream Energy,Co-operative,Andhra Pradesh,Visakhapatnam,Rural,U_000944,Samuel Joshi,8787911340,samuel2692@yahoo.com,0.0,0,NA,NA,0.0,2024,0.0,0.0,0,23,23,24,70,Professional,75000,9190000,no_change
P_006203,2024-03-25,Andhra Updraft Heights,Co-operative,Andhra Pradesh,Tirupati,Semi-Urban,U_001264,Yashawini Bajpai,8060367202,bajpai.yashawini806@gmail.com,0.0,0,NA,NA,0.0,2024,0.0,0.0,0,20,25,20,65,Self,0,3700000,no_change
P_006204,2022-06-05,Rajasthan Climate Circle,Private,Rajasthan,Ajmer,Semi-Urban,U_001173,Waida Panwar,9183625331,wpanwar7@outlook.com,6.5,234,Light Breeze,West,11.91,2022,6.72,7.47,16,16,19,16,67,Professional,75000,10325000,profit
P_006205,2024-05-08,Karnataka Jetstream Reserve,Government (MNRE),Karnataka,Bidar,Semi-Urban,U_000696,Urvashi Tiwari,8677639156,urvashi4834@yahoo.com,4.4,226,Light Breeze,West,17.97,2024,6.59,7.32,27,0,32,0,59,Professional,75000,10395000,profit
P_006206,2022-06-04,Porbandar Wind Farm VIII,Industrial,Gujarat,Porbandar,Rural,U_000130,Meera Rizvi,7064016039,mrizvi56@outlook.com,6.84,207,Light Breeze,South,14.6,2022,3.71,4.12,6,6,8,9,29,Professional,75000,4305000,profit
